area,rooms,bathrooms,parking_spaces,title,neighbourhood_city,street,sell_value
86 m²,2,3,2,"85,75 m2 com 2 dormitórios/suítes mais lavabo. Varanda gourmet já entregue com a churrasqueira e vista livre. Alto padrão com porcelanato de qualidade superior. Esquadria em alumínio e vidro. Equipado com gerador de energia. Medições individualizadas de gás, energia e agua para cada apartamento. Infraestrutura pronta de ar condicionado Split nos 2 dormitórios/suítes, Infraestrutura de aquecimento a gás. Agua quente nos chuveiros, nos lavatórios dos banheiros e na cozinha. -","Nova Aliança, Ribeirão Preto",Rua Palmyra Magnani Protti,R$ 539.777
147 m²,3,4,4,"Detalhes no Imóvel: Casa construída em 2021, 03 quartos sendo 01 suíte e 02 demo-suítes, ar condicionado nos quartos e sala, cozinha e sala integrada conceito aberto com pé direito 4,30m, espaço gourmet e piscina, 02 lavabos, garagem para 04 carros. Infraestutura: ambiente integrado com interruptores inteligentes, sistema de energia fotovoltaica (energia solar) com capacidade de produção 550kw/mês, água aquecida por sistema solar e boiler de reserva. OBS: casa na garantia da construtora até 05/2025 Detalhes do condomínio: Área murada, Condomínio fechado, Segurança 24h. Permitido animais, -","Jardim Valencia, Ribeirão Preto",Avenida Padre José Anselmi,R$ 1.115.000
95 m²,3,3,2,"Excelente Apartamento, 95m², com 3 dormitórios sendo 1 suíte. Sacada gourmet; Sala ampla dois ambientes, Completo em armários; Lavabo e banheiro de serviço, cozinha, área de serviços, 02 vagas de garagem. Condomínio com piscina, salão de festas, churrasqueira , elevador e portaria 24h, próximo ao Parque Raia, Principais Avenidas, bares, restaurante, entre outros. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso. -","Condomínio Itamaraty, Ribeirão Preto",Rua Eugênio Rocha Filho,R$ 426.000
79 m²,2,2,1,"Apartamento de dois quartos sendo uma suíte em área privilegiada, armários e cozinha planejada,ampla sala muito arejado,todo em porcelanato. -","Jardim Palma Travassos, Ribeirão Preto",Avenida Maria de Jesus Condeixa,R$ 305.000
35 m²,1,1,1,"Ótima oportunidade para investimento na região do Jardim Botânico! Porteira fechada! Pronto para colocar para locação ou airBnb! Apartamento estilo studio com quarto, sala, cozinha, banheiro e serviços pay per use. Condomínio com Piscina, Academia, Área Gourmet, Lavanderia compartilhada e Sala de Reunião. A Localização é privilegiada na zona sul, está a apenas dois quarteirões do Parque Raya, próximo ao Supermercado Savegnago e entre a Av Maurílio Biagi e Rod. Pref. Antônio Duarte Nogueira. Saiba mais: Ignácio Yoshida | CRECI 215763 www.ignacioyoshida.com.br","Jardim Botânico, Ribeirão Preto",Rua Vitor Hugo da Cunha Campos,R$ 275.000
48 m²,2,1,1,"Apartamento à Venda com 02 Quartos No Bairro Guaporé em Ribeirão Preto com Quintal. - 02 dormitórios; - Sala para 02 ambientes; - Cozinha planejada integrada a área de serviço; Esse apartamento de 2 dormitórios oferece um ambiente aconchegante e prático, com um banheiro social equipado com armário para armazenamento, uma sala para dois ambientes que proporciona flexibilidade de uso, uma cozinha planejada integrada à área de serviço para máxima eficiência no dia a dia e um convidativo quintal que oferece um espaço ao ar livre perfeito para relaxar e desfrutar de momentos ao ar livre. Com uma configuração inteligente, este apartamento atende às necessidades de conforto e funcionalidade, tornando-o ideal para diversos estilos de vida. Situado em uma localização extremamente conveniente, esta área oferece acesso rápido a uma variedade de serviços essenciais, estando a apenas 2 minutos de um supermercado bem abastecido, um hortifrúti para produtos frescos, uma academia para manter um estilo de vida ativo, o Best Center Guaporé para possíveis compras e um posto de gasolina para abastecimento rápido. Essa localização é ideal para aqueles que valorizam a praticidade e a facilidade de acesso a uma gama completa de comodidades. -","Reserva Sul Condomínio Resort, Ribeirão Preto",Via João Batista Santanna,R$ 210.000
1160 m²,,,,"Terreno 1.1160 m² , com topografia plana, ""ATENÇÃO"" com CERTIDÃO DO IMOVEL E ESCRITURA ATUAL, documentação em dia"", localizado na cidade de Ribeirão Preto / SP, situado na zona Sul, região ROYAL PARK. Localizado em condomínio, portaria 24 horas Área do Terreno com 1.160,00 m²","Royal Park, Ribeirão Preto",Rua Antônio Barizon,R$ 548.000
120 m²,2,2,2,"Casa INCRÍVEL no Reserva do Bosque em Ribeirão Preto - região do Ribeirão Verde a 1 minuto da Anhanguera. Local de fácil acesso com 3 postos de gasolina, farmácias de rede, 2 supermercados (JauServe e Mialich). Bairro com vias de acesso largas e modernas, infraestrutura completa e fácil acesso para qualquer ponto da cidade. Automação residencial, energia fotovoltaica, sistema de segurança e CFTV. 120m² de área útil 2 Dormitórios com suíte 1 banheiro social Sala com 3 ambientes Escritório Cozinha e lavanderia separadas Garagem para 3 carros Área de lazer com churrasqueira *Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Reserva do Bosque, Ribeirão Preto",Rua Orestes Penatti,R$ 395.000
94 m²,3,2,2,"Apartamento amplo com 94 m2 de área útil com 02 vagas de garagens cobertas, 03 dormitórios, 01 suite, armários, sacada, sala 02 ambientes e deposito na garagem. Excelente localização. Estuda proposta, aceita terreno em condomínio.","Jardim Paulistano, Ribeirão Preto",Rua Dom Luiz do Amaral Mousinho,R$ 370.000
69 m²,2,2,1,"Apartamento Minha Casa Minha Vida Com 02 Dormitórios À Venda No Bairro Palmares Em Ribeirão Preto Com Sacada. - 02 dormitórios completos em planejados sendo 01 suíte; - Sala para 02 ambientes com ar condicionado e sacada; - Cozinha completa com coifa integrada à área de serviço planejada. Este encantador apartamento oferece um banheiro social, dois aconchegantes dormitórios completos em móveis planejados sendo 01 suíte. A sala para dois ambientes, apresenta ar condicionado e uma sacada que proporciona um espaço arejado e luminoso. Oferecendo uma cozinha totalmente equipada, com coifa e à área de serviço integrada complementa a funcionalidade e o conforto deste imóvel, tornando-o uma escolha ideal para uma vida prática e conveniente. A localização é verdadeiramente conveniente, situando-se a meros 1 minuto de um supermercado bem abastecido, diversos restaurantes com opções gastronômicas variadas e uma farmácia, proporcionando aos moradores fácil acesso a todas as necessidades do dia a dia, tornando a vida cotidiana mais prática e acessível. Aceita pet. Porém é necessário verificar as regras do condomínio quanto a raça, porte e aos acessos das áreas comuns. IMPORTANTE a os valores anunciados de venda e de locação são meramente estimativos, e, portanto, estão sujeitos a confirmação e ou alteração pelos proprietários ou entidades responsáveis. -","Residencial e Comercial Palmares, Ribeirão Preto",Rua Brasilina Alves Ferreira,R$ 265.000
2261 m²,,,,"ÁREA PARA VENDA NO CENTRO DA CIDADE DE RIBEIRÃO PRETO. PARA EMPREENDIMENTO COMERCIAL OU MISTO (COMERCIAL / RESIDENCIAL). FRENTE PARA DUAS RUAS IMPORTANTES. COM POSSIBILIDADE DE AMPLIAÇÃO DESTA ÁREA. PRÓXIMO A ESCOLAS, FACULDADES COMÉRCIO HOTÉIS,RODOVIÁRIA E HOSPITAIS. -","Centro, Ribeirão Preto",Rua Prudente de Morais,R$ 3.900.000
403 m²,,,,"Terreno plano ,murado 403m² na Cidade Universitaria ,proximo campus da USP, restaurantes, HC, bancos. -","Parque Residencial Cidade Universitária, Ribeirão Preto",Rua Doutor Amadeu Mendes,R$ 250.000
194 m²,3,4,2,"Apartamento à Venda com 03 Quartos no Bairro Santa Cruz do José Jacques em Ribeirão Preto com Sacada. - 03 dormitórios com armários sendo 01 suíte e outra com hidro e closet; - Sala para 04 ambientes com sanca e 02 sacadas - Cozinha planejada com despensa Este apartamento oferece um ambiente de luxo e conforto com seus três dormitórios, cada um equipado com armários planejados, sendo uma suíte majestosa e outra com hidromassagem e um espaçoso closet. A sala, dividida em quatro ambientes e adornada com sanca, proporciona uma atmosfera elegante e acolhedora, além de duas sacadas que ampliam o espaço e oferecem uma vista espetacular para o estádio Santa Cruz. A cozinha, completa e funcional, inclui uma despensa conveniente, enquanto a área de serviço torna as tarefas diárias simples e organizadas. Este apartamento é a combinação perfeita de requinte, praticidade e uma vista deslumbrante para apreciar a atmosfera vibrante do estádio. Em uma região repleta de conveniências, a apenas 2 minutos de distância de uma ampla gama de facilidades. Com restaurantes para diferentes paladares, escolas próximas para educação de qualidade, farmácia para conveniência imediata, supermercado para compras rotineiras e a proximidade do fantástico estádio Santa Cruz, oferece tanto comodidades cotidianas quanto opções de lazer e entretenimento ao alcance imediato, tornando essa localização não apenas conveniente, mas também diversificada e repleta de opções para diferentes necessidades e gostos. -","Santa Cruz do José Jacques, Ribeirão Preto",Avenida Portugal,R$ 530.000
94 m²,3,2,1,"03 dormitórios com armários sendo 01 suíte com blindex e gabinete, banheiro social com blindex e gabinete, sala com sacada, cozinha planejada, área de serviços, 02 vagas de garagem. Agende sua visita 1 6 9 9 7 9 4 - 5 0 9 0 e venha fazer o melhor. ref. 96836 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 470.000
68 m²,2,3,1,"Apartamento padrão mobiliado, Bairro Centro, (Zona Central), em Ribeirão Preto/SP: - 2 dormitórios com armários embutidos e sacada, sendo 1 suíte completa; - Banheiro social completo; - Sala para 2 ambientes; - Sacada; - Cozinha com gabinete; - Lavanderia; - Banheiro de serviço revertido em despensa. - 1 Vaga de garagem. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 159962 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 300.000
65 m²,2,1,1,"2 Quartos - Sendo 1 quarto com Armário Embutido: Sala / Cozinha / Área serviço separada cozinha; 1 Vaga de garagem; *Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Planalto Verde, Ribeirão Preto",Avenida Virgílio Soeira,R$ 160.000
86 m²,2,3,2,"85,75 m2 com 2 dormitórios/suítes mais lavabo. Varanda gourmet já entregue com a churrasqueira e vista livre. Alto padrão com porcelanato de qualidade superior. Esquadria em alumínio e vidro. Equipado com gerador de energia. Medições individualizadas de gás, energia e agua para cada apartamento. Infraestrutura pronta de ar condicionado Split nos 2 dormitórios/suítes, Infraestrutura de aquecimento a gás. Agua quente nos chuveiros, nos lavatórios dos banheiros e na cozinha. -","Nova Aliança, Ribeirão Preto",Rua Palmyra Magnani Protti,R$ 539.777
80 m²,2,2,2,"DESCRICAO- Lindo apto terreo, todo reformado, piso porcelanato, 2 quartos, sendo uma suíte, 2 banheiros com box novo, 2 vagas de garagem coberta subterraneas, janelas com controle remoto. Ficará no apartamento cootop, forno, microondas, paineis de parede, luz led, cabeceira da cama, lustre, ar condicionado nos 2 quartos, na sala, climatizador no corredor, O prédio não tem portaria e nem lazer IMPORTANTE: metragem e valores anunciados de venda e de locação são meramente estimativos, e, portanto, estão sujeitos a confirmação e/ou alteração pelos proprietários ou pessoas responsáveis. -","Jardim Botânico, Ribeirão Preto",Rua Professor Paulo Dantas da Silva Júnior,R$ 400.000
123 m²,3,3,2,"Apartamento padrão, Bairro Centro, (Zona Central), em Ribeirão Preto/SP: - 3 dormitórios, sendo 1 suíte completa; - Banheiro social completo; - Sala para 2 ambientes com sacada; - Cozinha planejada; - Lavanderia planejada; - Quarto de serviço com armário; - Banheiro de serviço; - 2 vagas de garagem. A Piramid tem como objetivo atender seus clientes com agilidade e segurança, em locação, vendas de imóveis prontos, usados ou mesmo nos principais lançamentos da cidade de Ribeirão. ref. 212108 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 490.000
60 m²,2,2,1,"Ótima Localização, Apartamento 2 Dormitórios, Sendo Uma Suíte, Wc Social, Sala, Cozinha, Área De Serviços, Sacada, Uma Vaga De Garagem. *Rico Em Armários, Armários, Iluminação, Box Blindex* *Condomínio Com Área Gourmet Com. ref. 5400 atualizado em 05/12.","Residencial e Comercial Palmares, Ribeirão Preto",,R$ 270.000
210 m²,3,3,3,"Casa Térrea reformada localizada no Bairro Pq. Bandeirantes, 3 dormitórios, sendo 1 suíte, banheiro social, living 3 ambientes, cozinha planejada, área de serviço com dependência de empregada , varanda gourmet, 3 vagas de garagem, sendo 2 cobertas e portão automático. -","Parque dos Bandeirantes, Ribeirão Preto",Rua João Pasqualin,R$ 490.000
93 m²,2,2,1,"Apartamento em ótima localização, 2 dormitórios com armários sendo 1 suíte, sala 2 ambientes, cozinha ampla com gabinete, área de serviços e 1 vaga de garagem coberta. excelente localização próximo à USP. Mais informações ou agendar visita (1 6) 9 8 8 6 1 6 1 1 0 / (1 6) 9 9 7 7 0 6 5 6 1 / (1 6) 3 2 1 1 - 8 3 3. ref. 79187 atualizado em 05/12.","Vila Monte Alegre, Ribeirão Preto",,R$ 392.000
45 m²,1,1,1,"Excelente apartamento térreo com 45m² de área útil. A unidae conta com 1 Dormitório com armário e sacada, banheiro social com gabinete de pia, blindex e chuveiro. Sala 2 ambientes integrada a sacada, cozinha com armários, área de serviço com armário e 1 Vaga de garagem. Elevador. Apartamento novo, com luminárias e sem nenhum detalhe. IMPORTANTE: metragem e valores anunciados de venda e de locação são meramente estimativos, e, portanto, estão sujeitos a confirmação e/ou alteração pelos proprietários ou pessoas responsáveis. -","Jardim Botânico, Ribeirão Preto",Rua Wanda Bastos Santiago,R$ 285.000
81 m²,2,2,2,"Apartamento diferenciado em ótima localização próximo ao Shopping Iguatemi, 02 dormitórios com armários, ventiladores de teto, sendo 1 suíte com blindex e gabinete, sala ampla 2 ambientes, sacada gourmet com churrasqueira e gabinete, , banheiro social com blindex e gabinete, cozinha e área de serviços planejadas e 2 vagas de. ref. 84770 atualizado em 05/12.","Vila do Golf, Ribeirão Preto",,R$ 480.000
47 m²,2,1,1,"O apartamento está localizado no bairro Parque São Sebastião tem 47 metros quadrados com 2 quartos e 1 banheiro Possui espaço jardinado, parquinho com diferentes brinquedos. Vai lhe possibilitar praticar diversos esportes na quadra poliesportiva.Espaço reservado para preparar o seu churrasco. Está em um condomínio protegido por grades.","Parque São Sebastião, Ribeirão Preto",Avenida Doutor Walter Belian,R$ 149.900
55 m²,2,2,2,"Lindo apartamento! São 2 dormitórios com armários sendo 1 suíte, ar condicionado, sala com painel de tv, cozinha com cooktop e coifa, banheiros com box de vidro, e 2 vagas a garagem. Prédio com elevador. Não perca a oportunidade de morar e viver bem! IMPORTANTE - Todas as informações referentes a esse imóvel, podem sofrer alterações sem aviso prévio. Consulte um de nossos corretores para as devidas atualizações. -","Jardim Anhangüera, Ribeirão Preto",Rua Stéfano Baruffi,R$ 240.000
